c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49
-7526;-8768;-8979;-8120;-6310;-3745;-744;2348;5162;7367;8697;9004;8240;6509;4000;1030;-2078;-4923;-7201;-8616;-9020;-8353;-6701;-4255;-1307;1797;4687;7022;8531;9025;8459;6885;4505;1586;-1517;-4444;-6840;-8434;-9024;-8553;-7065;-4751;-1859;1231;4199;6649;8329;9016;8637;7242
4984;2143;-958;-3937;-6461;-8212;-8998;-8716;-7406;-5220;-2415;673;3682;6259;8089;8971;8786;7564;5449;2686;-387;-3426;-6046;-7965;-8929;-8850;-7713;-5672;-2959;109;3156;5838;7822;8888;8899;7858;5891;3222;178;-2891;-5618;-7677;-8836;-8938;-7999;-6097;-3490;-459;2620;5393
7526;8770;8976;8122;6308;3747;743;-2349;-5161;-7367;-8697;-9004;-8240;-6510;-4000;-1028;2076;4925;7199;8617;9020;8353;6702;4253;1308;-1797;-4686;-7025;-8527;-9029;-8455;-6888;-4503;-1587;1518;4442;6843;8430;9028;8551;7068;4747;1865;-1239;-4192;-6654;-8326;-9016;-8639;-7241
-4984;-2143;958;3937;6460;8212;8998;8716;7406;5219;2417;-675;-3681;-6258;-8093;-8966;-8789;-7562;-5451;-2686;389;3423;6050;7960;8936;8842;7720;5668;2959;-106;-3159;-5838;-7821;-8890;-8896;-7861;-5889;-3223;-179;2893;5616;7679;8834;8939;7998;6099;3489;459;-2621;-5392
-7526;-8770;-8976;-8123;-6307;-3749;-742;2348;5163;7364;8699;9002;8243;6505;4006;1022;-2070;-4930;-7195;-8621;-9017;-8355;-6700;-4256;-1306;1797;4685;7027;8524;9031;8455;6888;4504;1584;-1514;-4445;-6840;-8434;-9024;-8553;-7067;-4747;-1865;1237;4194;6653;8324;9020;8634;7245
4982;2143;-957;-3938;-6462;-8209;-9000;-8715;-7406;-5219;-2417;674;3683;6255;8095;8967;8786;7566;5447;2688;-390;-3424;-6048;-7962;-8933;-8845;-7718;-5670;-2959;109;3155;5840;7819;8892;8895;7861;5889;3223;177;-2890;-5618;-7678;-8833;-8942;-7997;-6097;-3492;-456;2618;5392
7528;8767;8979;8121;6308;3746;746;-2352;-5158;-7369;-8696;-9003;-8243;-6505;-4006;-1024;2074;4926;7199;8617;9020;8353;6702;4254;1307;-1796;-4687;-7023;-8530;-9027;-8456;-6889;-4501;-1590;1521;4440;6842;8434;9024;8553;7068;4745;1866;-1237;-4194;-6653;-8326;-9017;-8636;-7245
-4980;-2147;961;3936;6461;8212;8997;8716;7407;5218;2418;-675;-3681;-6261;-8086;-8974;-8782;-7567;-5447;-2691;395;3417;6055;7956;8938;8842;7719;5670;2957;-105;-3161;-5833;-7828;-8883;-8902;-7857;-5891;-3223;-177;2891;5616;7680;8832;8943;7994;6102;3487;460;-2620;-5393
-7526;-8769;-8978;-8121;-6308;-3748;-741;2344;5168;7361;8701;9000;8243;6507;4004;1025;-2073;-4928;-7197;-8619;-9017;-8356;-6699;-4257;-1306;1796;4688;7021;8532;9024;8460;6884;4506;1585;-1518;-4440;-6844;-8430;-9028;-8550;-7069;-4745;-1866;1237;4193;6653;8328;9015;8639;7240
4986;2142;-957;-3938;-6460;-8212;-8998;-8715;-7408;-5218;-2416;672;3685;6256;8091;8970;8784;7568;5446;2689;-389;-3424;-6049;-7960;-8934;-8846;-7716;-5670;-2959;107;3159;5834;7827;8883;8902;7856;5892;3223;177;-2892;-5615;-7681;-8831;-8942;-7996;-6100;-3490;-457;2619;5393
7526;8769;8978;8120;6311;3743;746;-2349;-5162;-7366;-8698;-9002;-8242;-6508;-4002;-1026;2072;4929;7196;8619;9019;8354;6700;4256;1305;-1795;-4688;-7022;-8530;-9027;-8456;-6889;-4501;-1588;1517;4444;6839;8435;9024;8553;7068;4744;1869;-1241;-4190;-6657;-8324;-9019;-8635;-7243
-4984;-2144;958;3938;6459;8213;8996;8718;7405;5220;2416;-674;-3682;-6258;-8090;-8972;-8783;-7568;-5445;-2691;392;3420;6051;7962;8932;8847;7716;5671;2957;-105;-3160;-5836;-7823;-8890;-8894;-7864;-5885;-3228;-174;2889;5618;7678;8833;8941;7997;6099;3489;459;-2620;-5393
-7525;-8771;-8976;-8123;-6306;-3750;-740;2346;5162;7367;8697;9003;8242;6506;4005;1025;-2073;-4928;-7196;-8621;-9015;-8357;-6700;-4254;-1308;1797;4687;7023;8530;9026;8457;6889;4502;1587;-1518;-4441;-6843;-8430;-9027;-8552;-7066;-4749;-1863;1235;4196;6651;8328;9014;8641;7238
4988;2140;-955;-3941;-6456;-8217;-8992;-8722;-7401;-5222;-2416;675;3680;6260;8090;8970;8785;7565;5449;2687;-390;-3422;-6049;-7963;-8930;-8850;-7712;-5675;-2956;107;3157;5837;7824;8886;8900;7858;5889;3225;175;-2888;-5620;-7676;-8836;-8939;-7997;-6100;-3487;-462;2621;5394
7523;8773;8974;8124;6306;3749;741;-2346;-5164;-7364;-8699;-9003;-8240;-6511;-3998;-1031;2078;4924;7199;8618;9019;8353;6702;4255;1307;-1797;-4687;-7023;-8530;-9025;-8460;-6884;-4509;-1580;1510;4450;6835;8439;9019;8558;7062;4752;1860;-1232;-4198;-6649;-8332;-9009;-8645;-7236
-4987;-2144;961;3932;6468;8203;9009;8701;7428;5184;2476;-785;-2140;-1469;-947;-238;266;697;858;849;633;311;-54;-368;-550;-565;-365;-2;501;1027;1509;1810;1885;1645;1116;312;-659;-1685;-2616;-3303;-3629;-3495;-2888;-1832;-440;1141;2703;4053;4978;5344
5048;4099;2567;621;-1514;-3576;-5295;-6433;-6821;-6362;-5104;-3133;-721;1893;4341;6334;7592;7931;7291;5706;3384;564;-2371;-5071;-7181;-8406;-8599;-7689;-5795;-3137;-49;3075;5831;7857;8882;8761;7504;5260;2319;-932;-4077;-6680;-8418;-9023;-8449;-6739;-4151;-1001;2275;5254
7532;8815;8929;7857;5748;2871;-381;-3585;-6313;-8205;-9010;-8617;-7088;-4611;-1533;1760;4806;7229;8683;8991;8109;6144;3376;150;-3090;-5920;-7971;-8957;-8763;-7404;-5064;-2053;1230;4350;6896;8521;9025;8326;6527;3861;686;-2586;-5506;-7708;-8874;-8879;-7692;-5499;-2568;701
3874;6541;8329;9028;8514;6889;4332;1217;-2069;-5077;-7412;-8767;-8956;-7963;-5908;-3076;168;3389;6157;8114;8995;8676;7221;4792;1745;-1549;-4626;-7097;-8623;-9007;-8200;-6301;-3572;-364;2886;5761;7863;8934;8807;7528;5236;2264;-1021;-4159;-6757;-8447;-9032;-8402;-6678;-4050
-899;2377;5340;7588;8839;8910;7807;5664;2771;-483;-3685;-6385;-8252;-9013;-8588;-7018;-4525;-1425;1858;4900;7288;8712;8983;8057;6073;3272;48;-3189;-6001;-8017;-8971;-8737;-7343;-4977;-1949;1334;4443;6961;8558;9020;8286;6452;3769;577;-2683;-5592;-7761;-8893;-8858;-7639
-5412;-2469;809;3966;6615;8369;9029;8481;6816;4243;1111;-2171;-5164;-7471;-8793;-8941;-7913;-5828;-2976;271;3489;6232;8162;9000;8649;7156;4703;1641;-1652;-4716;-7162;-8652;-9004;-8148;-6232;-3469;-264;2990;5839;7916;8947;8785;7469;5150;2161;-1125;-4253;-6825;-8486;-9027
-8368;-6602;-3958;-795;2483;5418;7651;8855;8896;7752;5581;2673;-591;-3781;-6458;-8295;-9016;-8556;-6953;-4431;-1322;1962;4987;7352;8737;8973;8008;5995;3174;-57;-3288;-6079;-8066;-8981;-8712;-7277;-4894;-1842;1435;4537;7026;8592;9014;8244;6378;3672;472;-2782;-5677;-7811
-8915;-8832;-7585;-5327;-2366;910;4066;6680;8413;9027;8446;6747;4148;1008;-2275;-5249;-7532;-8812;-8931;-7857;-5750;-2876;379;3582;6310;8206;9007;8620;7089;4615;1535;-1754;-4807;-7224;-8683;-8992;-8107;-6151;-3374;-158;3091;5915;7969;8959;8761;7410;5062;2059;-1230;-4345
-6893;-8523;-9022;-8331;-6525;-3869;-684;2578;5508;7702;8878;8875;7698;5499;2572;-698;-3872;-6537;-8332;-9024;-8519;-6886;-4338;-1220;2066;5075;7410;8767;8956;7964;5910;3080;-167;-3382;-6157;-8113;-8992;-8680;-7220;-4797;-1745;1542;4627;7092;8624;9007;8200;6305;3573;369
-2885;-5756;-7864;-8930;-8811;-7528;-5239;-2267;1017;4159;6750;8452;9027;8407;6677;4054;903;-2377;-5332;-7593;-8832;-8915;-7807;-5666;-2777;484;3679;6386;8248;9014;8588;7021;4528;1428;-1855;-4899;-7283;-8716;-8977;-8065;-6069;-3280;-47;3183;6000;8015;8972;8737;7345;4979
1952;-1331;-4438;-6962;-8554;-9023;-8284;-6457;-3768;-584;2683;5588;7758;8895;8857;7642;5413;2472;-803;-3967;-6608;-8373;-9025;-8485;-6817;-4245;-1116;2172;5156;7475;8787;8945;7912;5832;2979;-271;-3481;-6236;-8154;-9005;-8648;-7156;-4710;-1638;1644;4716;7160;8650;9006;8150
6231;3476;263;-2983;-5838;-7914;-8947;-8787;-7468;-5156;-2160;1117;4255;6819;8489;9023;8371;6603;3962;797;-2478;-5417;-7649;-8854;-8898;-7751;-5586;-2674;588;3775;6459;8291;9019;8556;6954;4434;1326;-1960;-4983;-7350;-8739;-8970;-8015;-5990;-3183;58;3282;6077;8065;8982
8709;7285;4888;1853;-1438;-4530;-7026;-8590;-9013;-8246;-6382;-3673;-477;2782;5672;7810;8913;8836;7584;5331;2369;-908;-4060;-6682;-8409;-9029;-8445;-6750;-4152;-1008;2269;5248;7529;8813;8929;7862;5750;2879;-375;-3580;-6308;-8203;-9008;-8621;-7090;-4620;-1535;1749;4805;7223
8681;8994;8107;6154;3377;160;-3085;-5917;-7965;-8959;-8763;-7408;-5069;-2058;1223;4346;6889;8522;9023;8331;6528;3872;686;-2574;-5505;-7702;-8875;-8878;-7698;-5502;-2574;693;3871;6534;8329;9024;8521;6886;4345;1218;-2060;-5073;-7409;-8764;-8959;-7962;-5916;-3080;162;3380
6156;8110;8992;8682;7220;4802;1748;-1542;-4620;-7093;-8620;-9009;-8202;-6306;-3576;-371;2880;5755;7861;8932;8811;7528;5244;2267;-1012;-4155;-6751;-8448;-9028;-8409;-6677;-4059;-904;2372;5332;7588;8834;8915;7807;5671;2777;-479;-3677;-6383;-8246;-9016;-8586;-7027;-4526;-1435
1855;4893;7285;8711;8982;8061;6078;3277;56;-3184;-5997;-8012;-8974;-8735;-7349;-4981;-1955;1326;4441;6953;8560;9016;8291;6457;3772;586;-2679;-5587;-7755;-8895;-8858;-7642;-5418;-2473;799;3966;6604;8373;9024;8486;6819;4249;1116;-2164;-5158;-7471;-8787;-8947;-7911;-5835
-2982;267;3479;6232;8156;9000;8653;7156;4712;1644;-1644;-4713;-7154;-8657;-8996;-8160;-6228;-3482;-265;2980;5836;7912;8947;8785;7474;5153;2169;-1120;-4246;-6822;-8483;-9027;-8371;-6605;-3965;-799;2474;5416;7645;8856;8895;7756;5586;2679;-586;-3772;-6458;-8288;-9021;-8554
-6959;-4435;-1330;1958;4979;7349;8736;8972;8014;5996;3182;-51;-3282;-6075;-8061;-8985;-8707;-7287;-4893;-1854;1434;4527;7025;8589;9013;8248;6383;3676;480;-2778;-5670;-7808;-8913;-8835;-7588;-5331;-2374;906;4059;6678;8408;9028;8449;6749;4157;1011;-2267;-5244;-7528;-8812
-8930;-7862;-5755;-2878;369;3577;6307;8201;9009;8620;7092;4622;1541;-1748;-4802;-7219;-8683;-8991;-8112;-6153;-3383;-159;3078;5917;7961;8960;8764;7409;5073;2061;-1221;-4342;-6888;-8520;-9024;-8330;-6535;-3868;-696;2576;5501;7699;8878;8875;7702;5504;2576;-689;-3868;-6532
-8328;-9025;-8520;-6891;-4344;-1225;2060;5069;7408;8762;8961;7963;5919;3082;-157;-3380;-6149;-8113;-8989;-8685;-7220;-4806;-1748;1534;4621;7090;8620;9009;8203;6307;3581;374;-2878;-5751;-7862;-8929;-8814;-7528;-5249;-2268;1007;4155;6746;8449;9025;8413;6677;4063;907;-2370
-5329;-7586;-8834;-8915;-7809;-5673;-2781;478;3672;6382;8245;9013;8592;7023;4534;1434;-1849;-4892;-7283;-8709;-8983;-8062;-6079;-3282;-57;3180;5994;8013;8970;8740;7345;4988;1957;-1324;-4435;-6955;-8555;-9020;-8289;-6461;-3774;-588;2675;5583;7756;8892;8860;7644;5420;2476
-796;-3961;-6605;-8368;-9028;-8485;-6821;-4252;-1121;2164;5153;7470;8788;8943;7918;5834;2986;-263;-3478;-6228;-8156;-9000;-8653;-7158;-4715;-1647;1641;4708;7156;8650;9003;8156;6235;3479;274;-2982;-5830;-7913;-8944;-8790;-7469;-5164;-2164;1109;4251;6814;8486;9024;8373;6608
3968;801;-2470;-5414;-7643;-8855;-8896;-7758;-5587;-2684;585;3767;6457;8287;9020;8556;6960;4438;1334;-1955;-4978;-7346;-8737;-8971;-8016;-5998;-3187;52;3275;6075;8060;8982;8711;7288;4894;1859;-1433;-4523;-7025;-8585;-9017;-8246;-6386;-3680;-482;2774;5668;7807;8912;8837
7587;5337;2373;-899;-4059;-6673;-8410;-9025;-8452;-6750;-4161;-1013;2263;5243;7525;8812;8929;7866;5754;2887;-371;-3572;-6306;-8199;-9008;-8623;-7092;-4626;-1542;1744;4798;7219;8682;8991;8114;6154;3387;163;-3077;-5913;-7961;-8959;-8763;-7414;-5071;-2068;1220;4338;6886;8519
9024;8332;6534;3874;697;-2574;-5494;-7702;-8874;-8876;-7706;-5503;-2581;687;3866;6528;8328;9024;8523;6890;4350;1225;-2054;-5069;-7403;-8767;-8955;-7970;-5916;-3090;159;3372;6153;8105;8996;8679;7228;4804;1754;-1533;-4617;-7088;-8620;-9008;-8205;-6310;-3582;-379;2877;5747
7860;8930;8811;7535;5245;2277;-1009;-4148;-6747;-8445;-9028;-8413;-6680;-4066;-909;2365;5327;7584;8834;8914;7811;5675;2783;-472;-3672;-6377;-8245;-9014;-8591;-7027;-4535;-1437;1845;4890;7279;8712;8981;8066;6080;3283;64;-3180;-5990;-8011;-8973;-8736;-7353;-4985;-1964;1324
4430;6955;8553;9021;8289;6465;3774;595;-2675;-5581;-7751;-8897;-8855;-7650;-5419;-2481;793;3960;6599;8372;9023;8489;6821;4256;1121;-2155;-5158;-7462;-8791;-8943;-7918;-5838;-2988;260;3474;6226;8155;9000;8653;7161;4716;1652;-1640;-4705;-7155;-8648;-9005;-8154;-6241;-3480
-276;2977;5829;7911;8943;8792;7471;5165;2169;-1108;-4246;-6813;-8485;-9025;-8373;-6610;-3972;-803;2466;5413;7639;8857;8895;7759;5593;2681;-576;-3769;-6452;-8286;-9020;-8557;-6963;-4440;-1337;1952;4975;7343;8738;8968;8021;5996;3193;-49;-3275;-6068;-8063;-8978;-8715;-7287
-4900;-1858;1424;4527;7014;8594;9009;8253;6386;3681;489;-2776;-5662;-7807;-8912;-8835;-7593;-5335;-2380;899;4053;6674;8406;9028;8450;6754;4162;1018;-2262;-5239;-7525;-8810;-8932;-7864;-5760;-2887;366;3569;6304;8199;9006;8626;7093;4629;1545;-1740;-4798;-7215;-8680;-8994
-8111;-6161;-3387;-167;3074;5910;7962;8954;8770;7409;5081;2064;-1212;-4338;-6884;-8517;-9026;-8331;-6539;-3874;-702;2569;5497;7695;8877;8876;7707;5506;2585;-685;-3863;-6524;-8330;-9022;-8523;-6895;-4350;-1229;2051;5066;7402;8763;8959;7969;5921;3090;-152;-3373;-6148;-8105
-8994;-8681;-7229;-4808;-1757;1530;4615;7085;8621;9005;8211;6307;3590;378;-2872;-5746;-7858;-8929;-8814;-7533;-5252;-2275;1000;4150;6741;8448;9025;8416;6680;4070;912;-2362;-5326;-7581;-8835;-8912;-7816;-5675;-2790;474;3665;6379;8242;9012;8596;7025;4540;1440;-1844;-4884
-7282;-8706;-8985;-8065;-6083;-3288;-64;3175;5989;8010;8970;8740;7353;4988;1968;-1322;-4427;-6951;-8555;-9018;-8293;-6464;-3780;-596;2670;5580;7750;8894;8858;7649;5424;2484;-792;-3954;-6601;-8367;-9024;-8491;-6823;-4259;-1125;2156;5149;7466;8784;8949;7915;5845;2987;-254
-3474;-6222;-8153;-9001;-8653;-7165;-4718;-1655;1638;4700;7155;8646;9004;8159;6239;3487;276;-2973;-5827;-7910;-8942;-8793;-7473;-5166;-2174;1107;4241;6813;8483;9025;8374;6613;3973;809;-2466;-5408;-7640;-8854;-8897;-7760;-5595;-2687;577;3763;6452;8284;9019;8560;6964;4443
1340;-1950;-4972;-7343;-8735;-8970;-8022;-6001;-3192;42;3276;6063;8062;8979;8714;7290;4902;1861;-1422;-4522;-7018;-8585;-9016;-8249;-6392;-3683;-490;2770;5663;7802;8913;8836;7594;5339;2382;-896;-4050;-6672;-8405;-9028;-8451;-6756;-4164;-1022;2259;5237;7522;8811;8930;7869
5759;2893;-365;-3566;-6300;-8199;-9005;-8627;-7095;-4631;-1549;1738;4793;7216;8679;8992;8117;6157;3395;167;-3070;-5908;-7960;-8956;-8767;-7415;-5080;-2070;1211;4335;6881;8517;9024;8335;6539;3880;702;-2566;-5492;-7697;-8871;-8882;-7703;-5514;-2584;680;3859;6526;8323;9026
8523;6897;4352;1234;-2051;-5060;-7403;-8761;-8960;-7969;-5925;-3092;148;3370;6146;8104;8992;8684;7228;4813;1758;-1526;-4614;-7082;-8619;-9008;-8207;-6316;-3588;-384;2869;5745;7855;8929;8814;7535;5256;2277;-997;-4147;-6741;-8443;-9029;-8412;-6687;-4070;-917;2360;5322;7581
8832;8916;7813;5682;2788;-466;-3666;-6374;-8241;-9014;-8593;-7031;-4541;-1445;1843;4880;7282;8703;8986;8067;6084;3293;64;-3168;-5990;-8007;-8970;-8741;-7355;-4989;-1974;1322;4421;6953;8550;9021;8292;6469;3780;602;-2670;-5575;-7750;-8893;-8858;-7652;-5425;-2490;793;3945
6610;8349;9047;8462;6863;4213;1200;-2289;-4015;-2951;-1684;-207;1106;2156;2761;2883;2553;1836;935;-43;-847;-1424;-1611;-1468;-980;-322;412;1017;1405;1434;1130;488;-352;-1249;-2027;-2518;-2596;-2208;-1365;-176;1192;2524;3588;4191;4187;3528;2265;545;-1395;-3271
-4797;-5708;-5839;-5114;-3597;-1468;985;3417;5470;6821;7249;6642;5060;2690;-140;-3045;-5593;-7414;-8213;-7851;-6356;-3913;-862;2365;5312;7522;8688;8601;7270;4871;1739;-1669;-4853;-7349;-8769;-8912;-7732;-5407;-2272;1203;4497;7124;8692;8968;7914;5681;2604;-856;-4194;-6906
-8590;-9004;-8071;-5948;-2936;513;3882;6677;8479;9020;8224;6203;3260;-165;-3566;-6439;-8351;-9031;-8357;-6452;-3582;-182;3244;6191;8216;9020;8484;6688;3899;529;-2918;-5934;-8067;-8998;-8599;-6914;-4212;-873;2588;5669;7902;8969;8695;7136;4512;1218;-2253;-5395;-7730;-8921
-8783;-7342;-4809;-1562;1918;5112;7546;8860;8856;7538;5100;1900;-1574;-4825;-7348;-8787;-8918;-7721;-5383;-2238;1232;4526;7143;8700;8965;7896;5657;2572;-886;-4224;-6924;-8601;-9001;-8058;-5921;-2906;544;3910;6699;8491;9018;8212;6178;3232;-196;-3598;-6459;-8368;-9027;-8347
-6431;-3549;-154;3277;6214;8230;9022;8474;6665;3871;495;-2948;-5960;-8081;-9000;-8589;-6895;-4179;-844;2623;5692;7918;8973;8684;7118;4481;1188;-2287;-5418;-7748;-8923;-8778;-7320;-4784;-1528;1947;5137;7565;8866;8848;7523;5069;1874;-1608;-4851;-7366;-8797;-8910;-7708;-5355
-2210;1267;4552;7164;8709;8961;7881;5633;2542;-920;-4251;-6947;-8611;-8997;-8044;-5898;-2875;576;3942;6718;8504;9015;8198;6155;3201;-229;-3626;-6483;-8377;-9029;-8332;-6409;-3519;-120;3305;6239;8240;9023;8464;6642;3844;461;-2977;-5984;-8094;-9004;-8579;-6873;-4152;-811
2649;5721;7931;8978;8676;7096;4457;1155;-2317;-5446;-7764;-8930;-8767;-7305;-4755;-1498;1980;5166;7581;8872;8843;7504;5043;1842;-1643;-4875;-7388;-8800;-8909;-7687;-5331;-2177;1300;4577;7185;8717;8956;7867;5603;2513;-953;-4278;-6968;-8620;-8994;-8030;-5872;-2846;608;3971
6740;8513;9015;8184;6132;3172;-262;-3654;-6507;-8389;-9028;-8322;-6384;-3493;-86;3335;6263;8252;9029;8446;6628;3807;434;-3011;-6008;-8107;-9009;-8566;-6854;-4123;-778;2683;5741;7953;8975;8671;7074;4428;1123;-2349;-5470;-7781;-8933;-8761;-7284;-4726;-1468;2012;5189;7601
8875;8841;7480;5022;1806;-1669;-4905;-7404;-8810;-8901;-7673;-5303;-2148;1331;4607;7203;8726;8952;7852;5579;2483;-987;-4305;-6990;-8629;-8991;-8018;-5845;-2816;641;3999;6764;8521;9016;8169;6108;3142;-295;-3685;-6529;-8400;-9027;-8311;-6358;-3465;-51;3364;6284;8267;9026
8439;6601;3782;397;-3036;-6035;-8118;-9014;-8553;-6835;-4092;-748;2712;5768;7966;8980;8662;7053;4401;1092;-2380;-5496;-7797;-8939;-8753;-7265;-4700;-1436;2044;5217;7617;8884;8829;7469;4989;1780;-1707;-4929;-7425;-8815;-8896;-7656;-5277;-2115;1362;4636;7221;8734;8949;7833
5555;2450;-1018;-4334;-7007;-8642;-8985;-8002;-5824;-2781;669;4030;6782;8533;9015;8153;6086;3111;-326;-3713;-6550;-8415;-9024;-8300;-6335;-3437;-19;3393;6309;8280;9026;8428;6579;3754;366;-3070;-6056;-8137;-9011;-8547;-6811;-4066;-713;2742;5794;7979;8986;8650;7036;4371
1059;-2411;-5521;-7813;-8942;-8745;-7246;-4672;-1403;2076;5240;7636;8887;8825;7449;4961;1750;-1739;-4954;-7445;-8820;-8893;-7636;-5252;-2085;1393;4664;7240;8743;8945;7816;5532;2419;-1050;-4363;-7028;-8650;-8984;-7987;-5799;-2753;707;4053;6810;8539;9016;8139;6063;3079;-359
-3743;-6574;-8423;-9026;-8285;-6315;-3403;11;3426;6330;8292;9027;8416;6557;3723;335;-3101;-6078;-8151;-9013;-8536;-6789;-4037;-682;2772;5818;7996;8986;8644;7011;4347;1026;-2441;-5546;-7831;-8946;-8737;-7227;-4645;-1371;2105;5270;7651;8895;8818;7429;4940;1712;-1767;-4985
-7461;-8828;-8885;-7623;-5223;-2055;1429;4690;7260;8750;8940;7802;5504;2387;-1082;-4391;-7047;-8660;-8981;-7970;-5775;-2720;736;4083;6829;8551;9013;8125;6037;3051;-390;-3773;-6594;-8436;-9026;-8270;-6292;-3375;45;3452;6355;8306;9027;8405;6534;3694;305;-3134;-6100;-8166
-9016;-8524;-6771;-4006;-651;2806;5840;8013;8989;8632;6995;4313;998;-2475;-5572;-7844;-8954;-8725;-7210;-4615;-1339;2137;5295;7667;8902;8807;7415;4908;1683;-1797;-5012;-7478;-8836;-8880;-7602;-5200;-2021;1457;4717;7281;8756;8937;7784;5480;2357;-1113;-4419;-7070;-8666;-8979
-7957;-5746;-2695;772;4112;6848;8566;9005;8117;6010;3023;-426;-3800;-6618;-8447;-9024;-8259;-6270;-3340;73;3487;6374;8320;9026;8395;6511;3663;273;-3165;-6122;-8180;-9017;-8512;-6751;-3975;-621;2836;5865;8026;8992;8625;6972;4288;963;-2504;-5596;-7863;-8954;-8721;-7189
-4587;-1311;2171;5319;7687;8904;8805;7392;4885;1650;-1830;-5038;-7497;-8842;-8874;-7586;-5175;-1987;1489;4746;7300;8763;8933;7768;5454;2324;-1145;-4447;-7090;-8674;-8978;-7937;-5726;-2660;803;4140;6869;8575;9003;8101;5988;2990;-455;-3830;-6639;-8458;-9025;-8243;-6248;-3311
106;3514;6399;8331;9027;8382;6489;3638;236;-3188;-6154;-8188;-9022;-8502;-6727;-3950;-584;2864;5891;8041;8996;8615;6951;4260;929;-2534;-5623;-7878;-8958;-8713;-7169;-4561;-1275;2201;5346;7703;8909;8796;7376;4855;1619;-1862;-5065;-7513;-8850;-8866;-7570;-5145;-1958;1520
4774;7316;8774;8925;7754;5425;2299;-1181;-4472;-7111;-8685;-8970;-7927;-5697;-2633;835;4170;6890;8586;8999;8091;5959;2965;-491;-3859;-6662;-8468;-9024;-8232;-6223;-3282;139;3546;6420;8345;9027;8370;6467;3605;206;-3223;-6171;-8207;-9018;-8495;-6703;-3921;-552;2896;5913
8057;8995;8607;6931;4229;901;-2565;-5650;-7889;-8968;-8698;-7154;-4530;-1247;2233;5372;7720;8915;8789;7356;4830;1586;-1892;-5092;-7532;-8856;-8861;-7553;-5119;-1925;1551;4803;7334;8782;8920;7738;5400;2265;-1213;-4501;-7131;-8691;-8968;-7912;-5671;-2600;865;4202;6906;8598
8998;8072;5939;2929;-519;-3889;-6682;-8481;-9022;-8219;-6197;-3256;175;3570;6445;8358;9024;8362;6440;3580;172;-3251;-6196;-8220;-9020;-8482;-6685;-3890;-523;2928;5939;8070;9001;8594;6914;4198;871;-2599;-5673;-7908;-8968;-8695;-7128;-4506;-1212;2264;5398;7735;8921;8781
7337;4804;1552;-1924;-5117;-7550;-8862;-8853;-7536;-5090;-1896;1584;4828;7354;8788;8917;7719;5375;2233;-1241;-4532;-7146;-8705;-8962;-7894;-5651;-2567;896;4229;6931;8603;8999;8055;5919;2896;-549;-3922;-6701;-8494;-9019;-8206;-6176;-3223;205;3603;6468;8368;9025;8349;6419
3548;141;-3283;-6219;-8231;-9023;-8471;-6660;-3864;-485;2953;5967;8079;9008;8581;6894;4170;835;-2625;-5700;-7921;-8974;-8683;-7113;-4473;-1184;2295;5425;7751;8926;8774;7318;4777;1522;-1956;-5143;-7569;-8867;-8848;-7520;-5060;-1871;1623;4849;7379;8793;8913;7701;5350;2202
-1275;-4558;-7170;-8710;-8959;-7880;-5622;-2538;931;4257;6949;8615;8995;8042;5892;2866;-584;-3946;-6726;-8502;-9020;-8191;-6151;-3194;237;3631;6489;8382;9025;8335;6397;3519;108;-3309;-6246;-8243;-9024;-8461;-6638;-3836;-454;2984;5990;8097;9006;8575;6870;4145;803;-2659
-5723;-7940;-8973;-8678;-7090;-4449;-1149;2327;5450;7769;8930;8765;7300;4747;1491;-1987;-5172;-7583;-8875;-8842;-7497;-5041;-1828;1644;4885;7389;8804;8906;7685;5324;2169;-1303;-4589;-7185;-8721;-8954;-7862;-5602;-2503;958;4287;6971;8624;8993;8025;5871;2834;-612;-3980;-6744
-8517;-9014;-8181;-6128;-3163;268;3663;6511;8394;9025;8322;6377;3484;81;-3347;-6262;-8261;-9023;-8448;-6620;-3800;-427;3020;6010;8112;9007;8567;6845;4119;766;-2684;-5751;-7951;-8981;-8666;-7070;-4421;-1117;2356;5475;7786;8935;8758;7279;4722;1459;-2018;-5197;-7604;-8879
-8835;-7482;-5011;-1802;1681;4908;7411;8811;8898;7673;5294;2140;-1336;-4618;-7204;-8730;-8951;-7845;-5577;-2471;992;4314;6994;8630;8993;8010;5844;2804;-646;-4007;-6766;-8526;-9014;-8167;-6101;-3135;303;3689;6535;8403;9028;8306;6355;3456;47;-3372;-6290;-8270;-9027;-8435
-6598;-3774;-394;3050;6034;8128;9008;8556;6828;4087;739;-2720;-5773;-7970;-8981;-8658;-7052;-4391;-1087;2391;5499;7803;8939;8749;7265;4688;1432;-2055;-5221;-7621;-8885;-8828;-7463;-4984;-1770;1713;4933;7432;8815;8895;7653;5268;2109;-1368;-4645;-7223;-8738;-8947;-7829;-5550
