c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49
-8989;-7906;-5507;-2189;1488;4926;7533;8898;8768;7190;4403;895;-2773;-5971;-8179;-9026;-8364;-6319;-3210;423;3993;6894;8648;8964;7782;5311;1949;-1733;-5128;-7670;-8933;-8709;-7036;-4189;-649;3007;6152;8283;9026;8271;6138;2980;-671;-4210;-7054;-8713;-8932;-7655;-5108;-1711
1977;5326;7798;8965;8641;6879;3969;401;-3236;-6333;-8375;-9026;-8166;-5956;-2747;916;4428;7202;8776;8891;7522;4903;1467;-2215;-5526;-7917;-8992;-8565;-6716;-3748;-153;3463;6508;8463;9014;8061;5766;2513;-1163;-4639;-7351;-8829;-8845;-7384;-4693;-1223;2452;5720;8033;9010
8485;6549;3521;-92;-3691;-6674;-8550;-8993;-7949;-5574;-2273;1404;4853;7487;8881;8790;7240;4481;979;-2690;-5906;-8144;-9020;-8401;-6375;-3294;339;3916;6836;8625;8971;7829;5377;2036;-1649;-5057;-7623;-8920;-8733;-7087;-4268;-730;2921;6093;8247;9025;8308;6196;3067;-588
-4134;-6997;-8693;-8942;-7701;-5179;-1794;1892;5257;7755;8953;8667;6934;4045;489;-3159;-6268;-8345;-9025;-8205;-6019;-2829;831;4352;7152;8754;8907;7568;4975;1552;-2132;-5458;-7875;-8985;-8590;-6777;-3823;-240;3383;6448;8433;9019;8099;5833;2593;-1075;-4569;-7296;-8815;-8859
-7433;-4769;-1307;2369;5652;7994;9003;8515;6608;3600;-6;-3614;-6615;-8522;-9000;-7989;-5642;-2357;1320;4778;7441;8861;8811;7291;4555;1065;-2609;-5840;-8106;-9018;-8429;-6439;-3371;252;3837;6782;8597;8982;7869;5448;2118;-1562;-4988;-7574;-8911;-8749;-7144;-4341;-816;2839
6030;8210;9024;8342;6260;3143;-498;-4060;-6941;-8669;-8954;-7746;-5248;-1879;1808;5188;7710;8942;8690;6989;4123;575;-3077;-6208;-8311;-9025;-8242;-6081;-2912;746;4278;7097;8735;8918;7616;5048;1634;-2045;-5390;-7833;-8974;-8620;-6829;-3904;-325;3304;6387;8402;9024;8134
5900;2674;-989;-4493;-7246;-8795;-8875;-7485;-4836;-1395;2286;5587;7950;9000;8542;6666;3678;80;-3534;-6557;-8489;-9012;-8024;-5712;-2438;1235;4703;7394;8843;8833;7337;4632;1147;-2523;-5778;-8066;-9014;-8461;-6497;-3453;166;3761;6723;8572;8988;7914;5513;2203;-1479;-4915
-7529;-8893;-8774;-7193;-4418;-902;2757;5966;8171;9029;8366;6328;3220;-412;-3982;-6887;-8645;-8964;-7790;-5318;-1962;1722;5118;7664;8930;8715;7040;4202;657;-2993;-6147;-8276;-9028;-8276;-6144;-2992;659;4202;7043;8713;8933;7659;5121;1718;-1961;-5322;-7789;-8965;-8643;-6887
-3980;-412;3225;6326;8370;9025;8173;5964;2758;-904;-4420;-7193;-8777;-8889;-7531;-4910;-1480;2205;5516;7913;8991;8568;6726;3757;165;-3451;-6503;-8455;-9019;-8062;-5778;-2521;1149;4632;7341;8830;8845;7391;4703;1233;-2438;-5713;-8025;-9011;-8489;-6558;-3530;79;3683;6665
8545;8997;7951;5586;2282;-1392;-4843;-7481;-8878;-8792;-7248;-4490;-990;2677;5901;8135;9024;8401;6385;3305;-330;-3902;-6834;-8617;-8975;-7832;-5388;-2048;1641;5043;7622;8915;8736;7096;4275;745;-2913;-6084;-8241;-9027;-8310;-6208;-3073;573;4126;6987;8694;8939;7712;5183
1809;-1883;-5247;-7749;-8952;-8670;-6941;-4057;-498;3144;6263;8338;9027;8210;6026;2842;-823;-4338;-7148;-8750;-8908;-7576;-4983;-1562;2117;5450;7871;8979;8602;6775;3841;248;-3372;-6440;-8429;-9020;-8102;-5843;-2604;1066;4556;7293;8808;8866;7436;4780;1317;-2356;-5646;-7984
-9009;-8513;-6620;-3607;-7;3602;6611;8513;9006;7992;5651;2368;-1307;-4771;-7432;-8861;-8814;-7295;-4567;-1075;2597;5834;8098;9020;8432;6448;3383;-241;-3827;-6774;-8593;-8984;-7874;-5458;-2129;1554;4974;7573;8904;8756;7149;4351;831;-2831;-6019;-8205;-9029;-8339;-6274;-3152
488;4047;6938;8661;8960;7747;5262;1885;-1793;-5180;-7703;-8940;-8696;-6993;-4135;-584;3064;6200;8307;9025;8248;6088;2923;-735;-4266;-7092;-8730;-8922;-7621;-5057;-1647;2035;5380;7829;8972;8622;6838;3912;339;-3295;-6378;-8400;-9021;-8142;-5907;-2687;979;4483;7239;8793
8876;7491;4848;1404;-2275;-5577;-7946;-8997;-8546;-6675;-3689;-92;3524;6549;8486;9009;8034;5716;2453;-1227;-4693;-7387;-8841;-8834;-7345;-4642;-1158;2511;5770;8058;9017;8462;6506;3464;-157;-3748;-6716;-8569;-8989;-7918;-5525;-2212;1469;4903;7525;8889;8777;7202;4426;916
-2748;-5957;-8167;-9026;-8374;-6331;-3236;404;3971;6878;8645;8960;7801;5324;1975;-1710;-5111;-7655;-8930;-8716;-7049;-4210;-671;2985;6137;8272;9028;8279;6155;3002;-647;-4192;-7035;-8711;-8933;-7668;-5128;-1730;1952;5309;7787;8960;8650;6892;3990;425;-3215;-6316;-8368;-9024
-8178;-5972;-2769;894;4407;7190;8769;8896;7534;4923;1488;-2191;-5510;-7904;-8991;-8573;-6731;-3770;-175;3442;6491;8457;9013;8073;5783;2535;-1142;-4619;-7338;-8824;-8850;-7396;-4714;-1246;2430;5703;8021;9010;8491;6568;3539;-66;-3674;-6656;-8543;-8995;-7960;-5592;-2297;1383
4831;7477;8873;8798;7251;4504;998;-2665;-5892;-8132;-9021;-8407;-6392;-3316;317;3892;6825;8617;8973;7841;5395;2058;-1626;-5038;-7612;-8915;-8740;-7100;-4289;-752;2898;6078;8234;9028;8314;6215;3088;-567;-4111;-6986;-8684;-8945;-7715;-5194;-1819;1869;5242;7740;8953;8672
6948;4068;510;-3134;-6255;-8334;-9027;-8213;-6038;-2848;805;4335;7136;8749;8912;7578;4998;1570;-2104;-5442;-7862;-8983;-8600;-6788;-3847;-261;3362;6432;8425;9020;8108;5851;2616;-1053;-4548;-7283;-8810;-8863;-7447;-4786;-1332;2351;5630;7987;8999;8525;6621;3624;14;-3590
-6601;-8513;-9002;-8000;-5659;-2381;1299;4758;7428;8858;8816;7303;4576;1085;-2583;-5827;-8091;-9022;-8436;-6453;-3396;231;3817;6763;8596;8978;7884;5465;2140;-1540;-4970;-7562;-8905;-8756;-7159;-4360;-843;2821;6011;8200;9027;8346;6280;3163;-476;-4039;-6926;-8664;-8955;-7759
-5266;-1903;1787;5167;7699;8937;8699;7000;4146;595;-3054;-6192;-8301;-9029;-8248;-6101;-2930;721;4256;7084;8727;8924;7629;5063;1661;-2027;-5370;-7822;-8972;-8625;-6847;-3922;-349;3283;6372;8393;9022;8149;5912;2702;-971;-4470;-7235;-8788;-8881;-7495;-4857;-1418;2268;5563
7945;8994;8552;6680;3703;99;-3509;-6545;-8479;-9013;-8036;-5728;-2462;1214;4685;7377;8844;8831;7356;4649;1172;-2502;-5759;-8056;-9013;-8467;-6515;-3474;146;3736;6712;8562;8993;7920;5537;2221;-1455;-4894;-7520;-8884;-8782;-7208;-4435;-929;2740;5946;8164;9024;8379;6340
3245;-391;-3961;-6871;-8639;-8966;-7802;-5337;-1984;1700;5098;7652;8927;8719;7058;4218;683;-2974;-6129;-8268;-9026;-8287;-6160;-3015;636;4182;7029;8706;8936;7673;5136;1744;-1942;-5300;-7781;-8959;-8653;-6900;-4002;-434;3202;6311;8359;9027;8182;5981;2779;-881;-4400;-7181
-8768;-8897;-7540;-4932;-1501;2181;5498;7902;8987;8578;6738;3780;187;-3431;-6484;-8452;-9016;-8075;-5795;-2541;1124;4615;7325;8826;8850;7403;4725;1255;-2418;-5693;-8017;-9008;-8495;-6576;-3549;53;3664;6651;8533;9004;7957;5607;2304;-1370;-4822;-7470;-8871;-8801;-7258;-4511
-1013;2658;5880;8129;9020;8412;6400;3327;-307;-3881;-6817;-8612;-8977;-7845;-5405;-2069;1617;5025;7609;8911;8744;7108;4298;765;-2888;-6070;-8227;-9031;-8313;-6231;-3089;545;4111;6970;8688;8943;7720;5209;1820;-1844;-5252;-7700;-8988;-6627;-1716;3365;8305;12014;14094;13995
11799;7693;2338;-3503;-8916;-13055;-15269;-15177;-12787;-8424;-2768;3344;8954;13232;15502;15454;13082;8781;3207;-2784;-8291;-12499;-14803;-14893;-12811;-8902;-3786;1747;6906;10922;13278;13677;12127;8929;4581;-250;-4883;-8673;-11143;-12006;-11217;-8957;-5589;-1613;2427;5994;8655;10108;10212;9020
6721;3647;204;-3175;-6081;-8160;-9195;-9065;-7814;-5602;-2711;499;3629;6295;8156;8978;8651;7206;4824;1808;-1459;-4538;-7030;-8591;-9015;-8243;-6377;-3669;-471;2786;5676;7813;8914;8834;7583;5326;2363;-911;-4069;-6680;-8415;-9025;-8447;-6744;-4147;-1006;2278;5250;7532;8815
8929;7857;5749;2872;-380;-3583;-6314;-8203;-9010;-8620;-7085;-4617;-1528;1751;4812;7223;8686;8991;8106;6149;3373;155;-3091;-5919;-7969;-8959;-8761;-7407;-5062;-2057;1232;4346;6897;8519;9028;8323;6531;3861;686;-2582;-5509;-7702;-8880;-8872;-7700;-5496;-2569;697;3879;6532
8337;9021;8520;6884;4338;1215;-2066;-5077;-7412;-8766;-8957;-7963;-5909;-3076;166;3387;6157;8115;8991;8682;7216;4798;1741;-1544;-4627;-7094;-8623;-9009;-8199;-6302;-3573;-365;2884;5760;7863;8934;8806;7531;5234;2267;-1020;-4159;-6753;-8451;-9027;-8408;-6673;-4057;-896;2375
5338;7589;8836;8913;7806;5665;2773;-484;-3681;-6387;-8250;-9014;-8587;-7020;-4526;-1426;1857;4898;7289;8711;8983;8060;6069;3279;45;-3186;-6000;-8018;-8969;-8739;-7342;-4979;-1949;1332;4442;6961;8557;9020;8286;6454;3767;581;-2683;-5591;-7758;-8896;-8856;-7641;-5413;-2470
806;3969;6611;8370;9028;8482;6816;4246;1110;-2167;-5166;-7469;-8793;-8942;-7911;-5832;-2976;273;3482;6238;8156;9002;8651;7153;4708;1639;-1650;-4715;-7162;-8652;-9001;-8155;-6226;-3477;-258;2982;5843;7912;8948;8787;7466;5154;2161;-1124;-4252;-6824;-8485;-9028;-8367;-6603
-3961;-792;2476;5424;7645;8857;8896;7752;5583;2675;-594;-3774;-6462;-8292;-9017;-8557;-6952;-4434;-1324;1964;4983;7353;8736;8972;8013;5991;3178;-57;-3288;-6075;-8068;-8980;-8712;-7279;-4891;-1847;1438;4531;7029;8590;9014;8244;6381;3670;476;-2784;-5674;-7810;-8915;-8833
-7585;-5328;-2366;908;4063;6683;8409;9030;8445;6747;4152;1005;-2269;-5252;-7527;-8817;-8925;-7863;-5747;-2879;378;3581;6311;8202;9010;8619;7091;4615;1535;-1752;-4805;-7225;-8682;-8993;-8108;-6151;-3376;-159;3089;5916;7967;8959;8764;7404;5072;2052;-1222;-4349;-6891;-8521
-9026;-8327;-6531;-3865;-688;2578;5507;7700;8879;8875;7698;5501;2571;-695;-3872;-6535;-8331;-9024;-8520;-6885;-4342;-1217;2061;5076;7410;8764;8959;7962;5915;3076;-161;-3386;-6154;-8112;-8993;-8679;-7222;-4798;-1746;1543;4622;7095;8620;9011;8198;6307;3573;372;-2886;-5753
-7866;-8927;-8814;-7526;-5244;-2264;1013;4159;6749;8452;9025;8411;6674;4058;903;-2375;-5333;-7589;-8835;-8914;-7806;-5670;-2774;480;3680;6384;8247;9016;8585;7027;4523;1434;-1858;-4893;-7288;-8711;-8980;-8063;-6071;-3281;-51;3186;5997;8015;8972;8736;7346;4980;1954;-1330
-4438;-6960;-8555;-9021;-8287;-6456;-3772;-580;2678;5589;7757;8894;8857;7643;5415;2472;-802;-3966;-6609;-8370;-9027;-8483;-6820;-4246;-1114;2165;5163;7466;8795;8939;7918;5828;2984;-272;-3479;-6234;-8156;-9002;-8651;-7157;-4708;-1644;1648;4712;7160;8650;9004;8152;6233;3475
266;-2984;-5835;-7916;-8943;-8791;-7465;-5160;-2160;1117;4252;6821;8484;9027;8370;6604;3964;797;-2476;-5418;-7646;-8856;-8896;-7754;-5587;-2674;586;3774;6459;8288;9023;8551;6959;4434;1326;-1956;-4986;-7346;-8738;-8972;-8012;-5996;-3180;55;3282;6076;8064;8981;8711;7285
4889;1854;-1436;-4529;-7026;-8590;-9014;-8246;-6380;-3676;-478;2781;5671;7809;8915;8832;7589;5329;2370;-905;-4063;-6676;-8413;-9026;-8448;-6748;-4155;-1009;2267;5248;7528;8815;8926;7865;5748;2884;-377;-3577;-6308;-8203;-9006;-8625;-7086;-4625;-1532;1744;4807;7219;8684;8992
8108;6156;3377;160;-3081;-5918;-7963;-8960;-8764;-7408;-5069;-2062;1224;4343;6890;8520;9025;8327;6535;3866;694;-2578;-5502;-7701;-8876;-8877;-7698;-5505;-2572;689;3873;6529;8332;9023;8520;6890;4342;1222;-2059;-5075;-7404;-8768;-8955;-7965;-5918;-3078;157;3383;6151;8114
8988;8686;7217;4806;1745;-1535;-4626;-7086;-8626;-9004;-8205;-6306;-3577;-374;2882;5752;7862;8929;8814;7527;5247;2267;-1011;-4155;-6748;-8450;-9025;-8412;-6677;-4061;-904;2370;5332;7586;8836;8913;7810;5670;2779;-478;-3675;-6384;-8244;-9016;-8588;-7027;-4527;-1437;1858;4887
7289;8707;8983;8064;6075;3281;57;-3186;-5992;-8015;-8972;-8735;-7350;-4981;-1958;1327;4438;6955;8556;9019;8289;6460;3771;588;-2678;-5586;-7754;-8896;-8857;-7643;-5419;-2475;800;3961;6608;8368;9027;8485;6820;4250;1118;-2163;-5160;-7465;-8794;-8939;-7918;-5834;-2983;265
3478;6231;8156;9000;8653;7157;4712;1647;-1645;-4709;-7157;-8652;-9001;-8156;-6233;-3479;-269;2981;5833;7915;8941;8793;7467;5160;2167;-1117;-4248;-6817;-8488;-9022;-8375;-6603;-3968;-799;2471;5417;7642;8858;8894;7757;5586;2681;-585;-3770;-6458;-8288;-9020;-8555;-6959;-4437
-1330;1955;4982;7344;8739;8971;8014;5999;3181;-49;-3283;-6070;-8064;-8981;-8712;-7285;-4895;-1852;1429;4529;7023;8589;9014;8247;6385;3677;481;-2777;-5670;-7807;-8912;-8837;-7587;-5333;-2375;907;4054;6680;8405;9031;8446;6753;4155;1015;-2268;-5241;-7530;-8810;-8930;-7864
-5753;-2884;370;3578;6303;8203;9007;8621;7095;4620;1545;-1750;-4798;-7221;-8681;-8992;-8112;-6154;-3383;-164;3082;5911;7967;8956;8764;7411;5072;2065;-1221;-4341;-6888;-8518;-9025;-8331;-6534;-3872;-693;2572;5500;7700;8873;8882;7696;5510;2574;-686;-3869;-6529;-8329;-9024
-8521;-6892;-4345;-1225;2057;5070;7404;8767;8956;7968;5916;3085;-156;-3379;-6149;-8111;-8992;-8682;-7223;-4806;-1750;1534;4620;7087;8622;9007;8204;6309;3580;376;-2878;-5750;-7860;-8930;-8813;-7531;-5247;-2271;1007;4153;6745;8450;9024;8414;6677;4065;908;-2368;-5330;-7583
-8837;-8911;-7812;-5673;-2781;474;3674;6378;8247;9012;8592;7026;4532;1438;-1851;-4888;-7283;-8711;-8979;-8068;-6074;-3288;-55;3177;5994;8012;8970;8739;7349;4986;1960;-1324;-4434;-6953;-8557;-9017;-8292;-6460;-3776;-589;2672;5587;7749;8898;8856;7646;5422;2475;-792;-3964
-6601;-8370;-9026;-8485;-6824;-4250;-1124;2163;5152;7470;8785;8948;7913;5840;2984;-262;-3475;-6229;-8153;-9002;-8653;-7158;-4717;-1647;1638;4709;7156;8649;9002;8158;6233;3486;268;-2975;-5833;-7910;-8945;-8789;-7472;-5162;-2168;1111;4247;6814;8486;9025;8373;6608;3969;803
-2470;-5413;-7641;-8857;-8895;-7759;-5590;-2681;579;3770;6453;8288;9020;8556;6961;4440;1333;-1953;-4977;-7345;-8736;-8971;-8018;-5997;-3189;51;3274;6073;8060;8982;8711;7289;4895;1860;-1430;-4525;-7019;-8590;-9013;-8248;-6389;-3676;-488;2777;5664;7809;8909;8839;7588;5337
2376;-900;-4056;-6674;-8408;-9027;-8450;-6752;-4161;-1015;2262;5242;7525;8811;8932;7863;5758;2885;-367;-3573;-6303;-8200;-9008;-8622;-7095;-4626;-1542;1740;4801;7215;8683;8990;8115;6155;3387;165;-3076;-5913;-7960;-8959;-8765;-7411;-5076;-2066;1217;4338;6886;8518;9024;8332
6538;3872;699;-2571;-5497;-7697;-8876;-8879;-7702;-5507;-2581;685;3866;6525;8331;9022;8523;6893;4347;1230;-2055;-5067;-7403;-8765;-8958;-7966;-5923;-3084;151;3377;6147;8108;8992;8682;7228;4804;1758;-1536;-4613;-7088;-8619;-9009;-8205;-6311;-3585;-377;2873;5749;7858;8929
8812;7534;5249;2275;-1005;-4149;-6746;-8444;-9028;-8414;-6680;-4068;-909;2363;5327;7584;8833;8915;7813;5673;2790;-476;-3668;-6379;-8243;-9015;-8588;-7033;-4532;-1441;1846;4889;7279;8710;8983;8066;6078;3291;57;-3173;-5993;-8009;-8972;-8738;-7352;-4987;-1964;1322;4428;6957
8549;9024;8287;6466;3777;593;-2671;-5581;-7752;-8893;-8861;-7645;-5425;-2479;791;3959;6599;8370;9024;8488;6825;4254;1125;-2158;-5153;-7464;-8789;-8944;-7918;-5839;-2990;260;3474;6222;8157;8997;8657;7160;4718;1651;-1636;-4706;-7153;-8649;-9001;-8161;-6236;-3487;-272;2974
5828;7911;8943;8792;7471;5167;2168;-1104;-4248;-6811;-8484;-9026;-8373;-6611;-3973;-804;2465;5412;7639;8855;8896;7761;5590;2688;-581;-3762;-6456;-8283;-9021;-8557;-6963;-4442;-1338;1952;4971;7348;8730;8977;8014;6004;3188;-46;-3272;-6071;-8057;-8984;-8710;-7291;-4898;-1861
1424;4523;7019;8587;9015;8248;6390;3681;490;-2774;-5663;-7805;-8911;-8839;-7588;-5343;-2375;895;4052;6675;8403;9031;8449;6754;4166;1015;-2257;-5240;-7524;-8809;-8932;-7866;-5758;-2891;366;3569;6302;8198;9007;8624;7096;4629;1546;-1738;-4798;-7214;-8682;-8990;-8116;-6158
-3390;-168;3073;5911;7958;8959;8766;7413;5079;2069;-1215;-4333;-6887;-8513;-9029;-8329;-6542;-3875;-701;2566;5497;7693;8877;8877;7705;5511;2582;-680;-3864;-6523;-8328;-9024;-8523;-6895;-4351;-1231;2051;5062;7406;8760;8960;7970;5921;3092;-153;-3370;-6148;-8104;-8993;-8685
-7225;-4812;-1756;1529;4612;7086;8618;9009;8206;6315;3584;384;-2872;-5747;-7855;-8931;-8812;-7535;-5253;-2278;1003;4145;6745;8443;9028;8414;6682;4072;911;-2359;-5326;-7580;-8834;-8915;-7812;-5681;-2785;467;3667;6378;8239;9016;8592;7030;4539;1442;-1843;-4884;-7279;-8708
-8982;-8069;-6080;-3292;-62;3172;5988;8009;8971;8740;7353;4990;1965;-1315;-4430;-6949;-8554;-9019;-8293;-6465;-3781;-597;2669;5578;7751;8892;8860;7648;5427;2482;-786;-3959;-6596;-8368;-9026;-8487;-6829;-4257;-1127;2155;5149;7465;8784;8948;7917;5844;2990;-254;-3473;-6220
-8156;-8996;-8658;-7162;-4720;-1656;1635;4702;7151;8648;9003;8160;6240;3488;277;-2971;-5827;-7907;-8945;-8790;-7475;-5169;-2172;1103;4243;6811;8480;9030;8372;6614;3975;807;-2461;-5410;-7639;-8852;-8900;-7759;-5597;-2688;576;3761;6452;8283;9020;8559;6963;4447;1338;-1946
-4972;-7342;-8734;-8973;-8019;-6004;-3192;42;3272;6065;8059;8981;8713;7292;4901;1864;-1422;-4519;-7018;-8585;-9016;-8250;-6390;-3688;-487;2765;5665;7800;8914;8836;7594;5341;2381;-892;-4050;-6671;-8405;-9027;-8453;-6754;-4170;-1017;2252;5240;7519;8812;8931;7867;5762;2891
-361;-3567;-6299;-8197;-9007;-8624;-7101;-4629;-1551;1737;4795;7210;8683;8989;8119;6160;3391;174;-3074;-5903;-7962;-8955;-8767;-7416;-5080;-2073;1211;4333;6881;8517;9023;8336;6540;3880;704;-2565;-5492;-7694;-8874;-8879;-7707;-5512;-2588;681;3857;6524;8325;9024;8525;6895
4355;1234;-2048;-5062;-7401;-8761;-8960;-7969;-5928;-3091;147;3368;6146;8102;8994;8683;7230;4812;1762;-1527;-4611;-7082;-8618;-9009;-8207;-6318;-3586;-389;2872;5741;7855;8930;8812;7539;5253;2282;-1000;-4142;-6742;-8443;-9028;-8414;-6687;-4071;-919;2360;5321;7581;8830;8919
7811;5684;2790;-467;-3662;-6376;-8240;-9014;-8592;-7036;-4536;-1451;1845;4877;7281;8703;8988;8065;6087;3291;69;-3172;-5984;-8009;-8970;-8740;-7356;-4992;-1971;1318;4419;6958;8538;9037;8273;6495;3747;657;-2772;-4139;-3221;-2049;-346;1419;3198;4599;5502;5677;5106;3790
1893;-359;-2667;-4715;-6197;-6897;-6675;-5527;-3584;-1080;1645;4235;6312;7596;7857;7069;5282;2743;-229;-3226;-5848;-7713;-8571;-8273;-6858;-4486;-1482;1756;4807;7224;8717;9033;8161;6181;3371;97;-3213;-6102;-8203;-9223;-9038;-7664;-5293;-2222;1122;4332;6965;8701;9317;8733
7047;4466;1335;-1946;-4973;-7352;-8811;-9160;-8384;-6572;-3977;-902;2256;5130;7369;8712;9014;8238;6493;3982;1004;-2097;-4945;-7213;-8623;-9020;-8344;-6686;-4235;-1284;1818;4707;7037;8537;9027;8448;6873;4484;1564;-1541;-4461;-6857;-8440;-9027;-8544;-7053;-4729;-1839;1256;4217
6666;8338;9014;8635;7225;4967;2120;-981;-3956;-6479;-8219;-9000;-8712;-7391;-5203;-2391;692;3708;6269;8104;8971;8780;7555;5427;2668;-414;-3443;-6066;-7973;-8936;-8841;-7705;-5651;-2940;133;3177;5855;7834;8892;8894;7850;5870;3204;152;-2911;-5635;-7691;-8837;-8940;-7982
-6087;-3464;-439;2643;5411;7537;8777;8972;8115;6289;3728;719;-2370;-5180;-7380;-8703;-9002;-8231;-6494;-3980;-1005;2097;4945;7212;8624;9020;8343;6688;4232;1286;-1818;-4708;-7035;-8539;-9025;-8451;-6870;-4487;-1560;1536;4466;6853;8443;9025;8545;7054;4727;1842;-1258;-4215
-6667;-8337;-9017;-8630;-7230;-4963;-2124;982;3958;6476;8222;8999;8710;7393;5201;2394;-696;-3703;-6275;-8099;-8975;-8777;-7556;-5427;-2669;416;3440;6069;7971;8935;8844;7703;5653;2937;-132;-3176;-5855;-7835;-8891;-8896;-7847;-5872;-3203;-155;2913;5635;7690;8838;8940;7982
6086;3465;439;-2645;-5407;-7542;-8773;-8975;-8113;-6290;-3727;-720;2370;5180;7379;8705;8999;8234;6491;3983;1003;-2096;-4945;-7213;-8623;-9020;-8343;-6687;-4235;-1282;1816;4708;7037;8536;9028;8447;6876;4479;1568;-1542;-4461;-6857;-8440;-9026;-8546;-7052;-4727;-1845;1262;4212
6668;8337;9016;8632;7226;4967;2119;-977;-3963;-6471;-8226;-8996;-8711;-7394;-5200;-2395;697;3703;6273;8101;8972;8781;7552;5430;2667;-414;-3443;-6066;-7973;-8935;-8842;-7705;-5653;-2937;132;3176;5858;7831;8893;8894;7849;5871;3205;151;-2908;-5639;-7687;-8840;-8937;-7986
-6082;-3468;-436;2641;5411;7538;8776;8973;8113;6290;3727;722;-2372;-5179;-7381;-8702;-9002;-8232;-6492;-3982;-1005;2099;4942;7215;8623;9018;8346;6685;4235;1284;-1819;-4705;-7039;-8535;-9030;-8444;-6878;-4479;-1567;1541;4462;6856;8440;9026;8546;7053;4727;1842;-1259;-4214
-6667;-8337;-9015;-8635;-7224;-4967;-2120;979;3959;6476;8221;9000;8710;7393;5202;2393;-695;-3705;-6272;-8102;-8971;-8783;-7549;-5434;-2664;412;3443;6067;7972;8935;8843;7702;5657;2933;-126;-3184;-5848;-7841;-8887;-8897;-7848;-5870;-3206;-152;2910;5636;7691;8837;8939;7985
6084;3467;436;-2642;-5411;-7538;-8774;-8977;-8109;-6296;-3722;-723;2370;5183;7376;8706;8999;8234;6491;3983;1004;-2096;-4947;-7210;-8627;-9016;-8347;-6684;-4237;-1284;1820;4703;7041;8534;9029;8448;6873;4483;1564;-1538;-4464;-6853;-8445;-9022;-8548;-7051;-4729;-1841;1258;4215
6667;8336;9017;8632;7227;4968;2117;-977;-3960;-6476;-8220;-9001;-8708;-7395;-5200;-2394;694;3706;6272;8101;8973;8778;7556;5427;2669;-414;-3444;-6065;-7974;-8934;-8844;-7702;-5655;-2936;131;3178;5854;7835;8891;8896;7847;5872;3204;152;-2911;-5635;-7691;-8837;-8939;-7985
-6083;-3469;-435;2641;5411;7539;8775;8973;8113;6292;3724;723;-2372;-5180;-7379;-8704;-9001;-8233;-6491;-3982;-1004;2095;4946;7212;8624;9020;8343;6687;4233;1287;-1821;-4704;-7039;-8537;-9025;-8451;-6871;-4485;-1563;1539;4463;6854;8443;9025;8546;7053;4726;1845;-1262;-4211
-6670;-8335;-9018;-8631;-7228;-4965;-2122;980;3958;6478;8219;9002;8708;7393;5203;2392;-695;-3703;-6275;-8099;-8974;-8779;-7553;-5431;-2664;410;3444;6067;7972;8935;8844;7701;5656;2935;-129;-3179;-5855;-7834;-8891;-8895;-7848;-5873;-3202;-155;2913;5634;7690;8839;8937;7987
6081;3470;436;-2643;-5410;-7538;-8777;-8971;-8116;-6288;-3729;-718;2367;5183;7377;8706;8999;8234;6489;3986;1000;-2092;-4948;-7211;-8625;-9019;-8343;-6687;-4235;-1282;1815;4710;7036;8537;9026;8450;6872;4483;1567;-1543;-4460;-6857;-8441;-9025;-8546;-7051;-4730;-1840;1256;4216
6668;8335;9018;8631;7227;4967;2119;-977;-3963;-6470;-8227;-8996;-8711;-7393;-5200;-2396;697;3703;6274;8102;8970;8782;7551;5431;2668;-415;-3440;-6071;-7968;-8940;-8838;-7707;-5653;-2936;130;3178;5856;7833;8891;8896;7847;5873;3204;152;-2910;-5637;-7689;-8837;-8940;-7983
-6084;-3469;-435;2640;5413;7537;8775;8974;8113;6290;3728;719;-2368;-5183;-7376;-8707;-8998;-8235;-6490;-3983;-1004;2097;4944;7213;8625;9017;8345;6686;4235;1285;-1821;-4704;-7040;-8534;-9028;-8449;-6873;-4484;-1563;1538;4464;6855;8441;9026;8543;7056;4725;1845;-1260;-4215
-6667;-8337;-9014;-8635;-7225;-4967;-2120;978;3961;6473;8224;8998;8710;7396;5198;2396;-698;-3701;-6276;-8098;-8975;-8779;-7553;-5430;-2667;414;3442;6066;7973;8935;8843;7704;5653;2938;-131;-3179;-5853;-7836;-8890;-8896;-7847;-5874;-3201;-155;2912;5635;7691;8837;8939;7985
6084;3467;437;-2641;-5413;-7536;-8777;-8972;-8116;-6287;-3730;-718;2368;5182;7378;8705;8999;8235;6489;3985;1002;-2095;-4945;-7214;-8622;-9020;-8346;-6682;-4241;-1279;1815;4707;7039;8535;9028;8448;6873;4484;1565;-1541;-4461;-6857;-8441;-9024;-8546;-7053;-4728;-1842;1259;4214
6669;8335;9017;8632;7226;4969;2117;-976;-3961;-6474;-8223;-8998;-8711;-7394;-5198;-2397;697;3704;6271;8104;8969;8783;7552;5429;2668;-415;-3440;-6069;-7969;-8939;-8841;-7703;-5655;-2935;128;3181;5851;7839;8888;8897;7846;5874;3201;156;-2914;-5634;-7690;-8839;-8937;-7985
